15.000000	15.000000	15.230487	14.718815	15.492490	14.394078	15.763934	14.077352	16.041447	13.768291	16.279279	13.487513	16.556379	13.182197	16.834883	12.879137	17.114362	12.577773	17.401925	12.289381	17.689166	12.000775	17.940409	11.744577	18.224698	11.454635	18.508986	11.164693	18.758562	10.906702	19.042851	10.616760	19.327140	10.326818	19.576715	10.068827	19.861004	9.778885	20.145293	9.488943	20.394869	9.230952	20.679158	8.941010	20.963446	8.651068	21.247735	8.361127	21.497311	8.103135	21.781600	7.813193	22.065889	7.523252	22.315464	7.265260	22.599753	6.975319	22.884042	6.685377	23.133618	6.427385	23.417906	6.137444	23.702195	5.847502	23.951771	5.589510	24.236060	5.299569	24.520349	5.009627	24.804637	4.719685	25.054213	4.461694	25.338502	4.171752	25.622791	3.881810	25.872366	3.623819	26.156655	3.333877	26.440944	3.043935	26.753746	2.754561	27.069054	2.465673	27.387301	2.177462	27.709014	1.890203	28.034808	1.604280	28.365336	1.320178	28.701101	1.038303	29.041984	0.758283	
15.000000	15.000000	15.202063	15.075059	15.432667	15.141395	15.661718	15.211260	15.889650	15.287058	16.110900	15.361823	16.328548	15.436409	16.543577	15.510832	16.748638	15.593284	16.964211	15.676952	17.174018	15.758752	17.378988	15.839126	17.565443	15.911939	17.749271	15.984523	17.930689	16.056933	18.110104	16.129227	18.287828	16.201439	18.464112	16.273596	18.639153	16.345715	18.813114	16.417807	18.986127	16.489882	19.158297	16.561946	19.329717	16.634003	19.488767	16.706385	19.647816	16.778768	19.806866	16.851151	19.965915	16.923534	20.124965	16.995916	20.284014	17.068299	20.443064	17.140682	20.602113	17.213064	20.761163	17.285447	20.920212	17.357830	21.079262	17.430213	21.238311	17.502595	21.397361	17.574978	21.556410	17.647361	21.715460	17.719743	21.874509	17.792126	22.033559	17.864509	22.192608	17.936892	22.351658	18.009274	22.510707	18.081657	22.669757	18.154040	22.828806	18.226422	22.987855	18.298805	23.146905	18.371188	23.305954	18.443571	23.465004	18.515953	23.624053	18.588336	23.783103	18.660719	
15.000000	15.000000	14.765078	14.762970	14.451383	14.524815	14.146278	14.253424	13.835035	13.948715	13.520549	13.628302	13.204083	13.299248	12.869116	12.978344	12.523773	12.638187	12.206234	12.338272	11.888696	12.038357	11.571157	11.738442	11.253618	11.438527	10.936079	11.138612	10.670191	10.929196	10.352652	10.629282	10.086764	10.419866	9.769225	10.119951	9.451686	9.820036	9.185798	9.610620	8.868259	9.310705	8.550721	9.010790	8.284832	8.801374	7.967294	8.501459	7.701406	8.292043	7.383867	7.992128	7.066328	7.692213	6.799814	7.481735	6.483236	7.180849	6.168080	6.878563	5.898103	6.652409	5.584629	6.348518	5.313767	6.115453	5.001639	5.810319	4.729939	5.571778	4.418918	5.265647	4.146460	5.022639	3.836371	4.715686	3.563239	4.468949	3.253949	4.161304	2.980220	3.911393	2.703029	3.615983	2.425155	3.319601	2.146595	3.022247	1.865898	2.701095	1.584618	2.376689	1.303080	2.048823	1.021907	1.717503	0.739356	1.407209	0.458088	1.090184	0.181497	0.771358	
15.000000	15.000000	14.686953	15.347161	14.495370	15.646431	14.299914	15.945938	14.070429	16.253630	13.820519	16.566766	13.558061	16.883405	13.287382	17.202402	12.998707	17.531453	12.692249	17.861214	12.385792	18.190975	12.079334	18.520735	11.772877	18.850496	11.466420	19.180256	11.159962	19.510017	10.853505	19.839777	10.547047	20.169538	10.240590	20.499298	9.934132	20.829059	9.627675	21.158819	9.321218	21.488580	9.014760	21.818341	8.708303	22.148101	8.401845	22.477862	8.095388	22.807622	7.788931	23.137383	7.482473	23.467143	7.176016	23.796904	6.869558	24.126664	6.563101	24.456425	6.256644	24.786186	5.950186	25.115946	5.643729	25.445707	5.337271	25.775467	5.030814	26.105228	4.724356	26.434988	4.417899	26.764749	4.111442	27.094509	3.804984	27.424270	3.498527	27.754030	3.207837	28.084537	2.919479	28.414657	2.633904	28.744283	2.351564	29.073309	1.993310	29.414134	1.633344	29.754233	1.272720	30.093287	0.912101	30.431569	0.551461	30.769988	0.190921	31.109334	-0.168669	31.449682	
15.000000	15.000000	15.261009	15.247232	15.577707	15.575284	15.850204	15.904938	16.136330	16.233564	16.426268	16.559120	16.718567	16.882593	17.012445	17.204593	17.313690	17.518890	17.614935	17.833188	17.916180	18.147485	18.217425	18.461782	18.518670	18.776079	18.819915	19.090376	19.120126	19.403437	19.421371	19.717734	19.717112	20.025528	20.011005	20.331182	20.312250	20.645480	20.603100	20.947651	20.904345	21.261948	21.192756	21.561364	21.494001	21.875661	21.780407	22.172832	22.065902	22.468990	22.367147	22.783287	22.651092	23.077730	22.952337	23.392027	23.234953	23.685007	23.516937	23.977292	23.818182	24.291589	24.099086	24.582695	24.379466	24.873229	24.680711	25.187526	24.960197	25.477087	25.239240	25.766167	25.540485	26.080464	25.818773	26.368728	26.096644	26.656540	26.365901	26.911474	26.653803	27.182484	26.938982	27.446608	27.220519	27.701748	27.497094	27.944959	27.766810	28.172162	28.007499	28.374424	28.241436	28.552816	28.471048	28.715842	28.713466	28.866864	28.956449	29.018102	29.255679	29.175092	
15.000000	15.000000	15.251192	15.283890	15.548333	15.435542	15.842826	15.592667	16.123846	15.776721	16.373518	16.017610	16.641674	16.225938	16.906763	16.439852	17.169628	16.657768	17.421298	16.900518	17.674602	17.144918	17.929170	17.390687	18.184731	17.637601	18.428563	17.911640	18.673180	18.186705	18.918438	18.462612	19.164229	18.739222	19.410469	19.016424	19.657090	19.294134	19.904041	19.572282	20.153568	19.851511	20.404101	20.131297	20.657486	20.412135	20.915070	20.697727	21.174696	20.983823	21.436174	21.270362	21.697806	21.556937	21.961102	21.843896	22.224492	22.130876	22.489382	22.418190	22.755646	22.705803	23.021909	22.993415	23.289424	23.281292	23.558092	23.569405	23.826689	23.857505	24.096349	24.145818	24.366995	24.434324	24.637520	24.722808	24.908964	25.011468	25.181264	25.300290	25.454367	25.589261	25.728267	25.878376	26.003024	26.167644	26.278709	26.457073	26.522468	26.816735	26.764002	27.181710	27.003103	27.552512	27.235829	27.930401	27.461375	28.315966	27.681658	28.708627	27.900952	29.106143	
15.000000	15.000000	15.231967	15.270271	15.476962	15.583412	15.721958	15.896553	15.982678	16.206234	16.252572	16.513611	16.523753	16.819403	16.794505	17.123785	17.065215	17.426968	17.348617	17.725190	17.630856	18.023045	17.912193	18.320570	18.192814	18.617797	18.487412	18.917357	18.781811	19.216917	19.075477	19.516473	19.368432	19.816015	19.660700	20.115535	19.952311	20.415026	20.243294	20.714480	20.533680	21.013893	20.823524	21.313260	21.112862	21.612579	21.401745	21.911850	21.690277	22.211081	21.978488	22.510271	22.266403	22.809422	22.554033	23.108533	22.841402	23.407606	23.128518	23.706640	23.415402	24.005636	23.702070	24.304595	23.988530	24.603519	24.274797	24.902407	24.560885	25.201262	24.846798	25.500084	25.132548	25.798873	25.418147	26.097632	25.703598	26.396360	25.988911	26.695059	26.335549	26.961992	26.689409	27.225304	27.052427	27.484592	27.427306	27.739900	27.817684	27.992688	28.228687	28.250735	28.650262	28.511669	29.073957	28.775244	29.452130	28.957493	29.806601	29.150138	30.132489	29.362609	
15.000000	15.000000	14.696052	14.698369	14.396443	14.394934	14.085694	14.090275	13.776722	13.786652	13.468838	13.483555	13.161765	13.180810	12.855142	12.878248	12.551194	12.576618	12.251585	12.273183	11.950979	11.984875	11.639389	11.692593	11.403391	11.427154	11.167394	11.161716	10.930308	10.898215	10.694311	10.632777	10.457226	10.369276	10.221228	10.103838	9.985231	9.838400	9.748145	9.574899	9.512148	9.309460	9.276151	9.044022	9.039065	8.780521	8.803068	8.515083	8.565982	8.251582	8.323148	7.983862	8.076773	7.714948	7.838990	7.451202	7.586328	7.180250	7.331327	6.908633	7.084891	6.641819	6.825573	6.368854	6.575528	6.100748	6.312729	5.826671	6.059773	5.557517	5.794088	5.282503	5.538724	5.012477	5.270595	4.736659	5.013195	4.465894	4.742962	4.189375	4.483813	3.917974	4.224228	3.646413	3.964110	3.374658	3.703457	3.102706	3.442263	2.830558	3.180441	2.558179	2.917963	2.285560	2.713428	1.951422	2.512701	1.611552	2.316913	1.265297	2.127280	0.912011	
15.000000	15.000000	15.283555	15.337469	15.568948	15.601772	15.855499	15.865739	16.140892	16.130043	16.426285	16.394346	16.721622	16.678490	17.007015	16.942794	17.315523	17.234553	17.600916	17.498857	17.909425	17.790616	18.217933	18.082376	18.503327	18.346679	18.811835	18.638439	19.120343	18.930198	19.405737	19.194502	19.713662	19.485998	20.021011	19.777223	20.304705	20.041310	20.610904	20.331965	20.892369	20.598401	21.196173	20.891596	21.475094	21.161561	21.776583	21.457453	22.076828	21.755091	22.352666	22.029636	22.651353	22.328755	22.925844	22.605113	23.223178	22.905503	23.519615	23.207119	23.792166	23.486436	24.087527	23.788990	24.382144	24.092538	24.653160	24.374222	24.946909	24.678471	25.240029	24.983547	25.509806	25.267154	25.802217	25.572759	26.094065	25.879053	26.385386	26.185980	26.680927	26.489747	26.979133	26.796198	27.280683	27.105827	27.586426	27.419281	27.897311	27.737373	28.213981	28.060792	28.546389	28.406376	28.876106	28.753429	29.205341	29.064525	29.481478	29.385655	29.757614	29.706785	
15.000000	15.000000	15.345506	14.704361	15.615188	14.377495	15.857727	14.074578	16.119787	13.785584	16.425402	13.455930	16.679219	13.161181	16.931059	12.865027	17.173598	12.562110	17.416136	12.259193	17.658675	11.956276	17.988741	11.665666	18.231279	11.362749	18.473818	11.059832	18.819323	10.764193	19.061862	10.461277	19.304400	10.158360	19.649906	9.862721	19.892444	9.559804	20.134983	9.256888	20.480489	8.961249	20.723027	8.658332	20.965565	8.355415	21.208104	8.052498	21.553610	7.756859	21.796148	7.453943	22.038686	7.151026	22.384192	6.855387	22.626731	6.552470	22.869269	6.249554	23.214775	5.953915	23.457313	5.650998	23.699852	5.348081	24.045357	5.052442	24.287896	4.749526	24.530434	4.446609	24.772973	4.143692	25.118478	3.848053	25.361017	3.545137	25.603555	3.242220	25.949061	2.946581	26.191599	2.643664	26.498473	2.379880	26.813255	2.119843	27.137689	1.864289	27.473922	1.614169	27.824379	1.370731	28.191167	1.135556	28.574441	0.910202	28.969970	0.694244	29.365609	0.478385	
