0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
